Player,Tm,Tm_name,Opp,Opp_name,points_rolling_avg,assists_rolling_avg,rebounds_rolling_avg,points_last_game,assists_last_game,rebounds_last_game,Home,Tm,Opp,rest_days,opp_avg_PTS_allowed,opp_avg_TRB_allowed,opp_avg_AST_allowed,matchup_pts,matchup_reb,matchup_ast
Johnny Davis,29,WAS,2,BRK,1.2,0.4,1.2,2.0,0.0,2.0,1,29,2,6.0,9.2,5.6,2.0,2.3529411764705883,1.1176470588235294,0.3235294117647059
Johnny Furphy,11,IND,24,POR,0.4,0.0,0.4,0.0,0.0,0.0,1,11,24,6.0,12.8,3.6,1.4,0.0,0.0,0.0
Johnny Juzang,28,UTA,23,PHO,7.8,1.4,3.6,3.0,0.0,0.0,1,28,23,2.0,6.2,4.0,1.8,3.0,1.0,1.0
Jonas Valančiūnas,25,SAC,24,POR,9.4,2.4,9.2,14.0,4.0,17.0,1,25,24,3.0,7.8,1.4,0.2,11.4,8.18,2.22
Jonathan Isaac,21,ORL,7,DEN,4.2,0.8,5.0,0.0,2.0,3.0,1,21,7,1.0,12.2,5.8,2.2,10.0,6.0,1.0
Jonathan Kuminga,9,GSW,14,MEM,24.0,3.0,8.0,20.0,5.0,5.0,1,9,14,2.0,12.2,5.6,1.2,11.0,4.0,2.0
Jonathan Mogbo,27,TOR,20,OKC,4.6,0.6,2.2,10.0,2.0,6.0,1,27,20,2.0,12.6,2.8,0.8,17.0,1.0,1.0
Jordan Clarkson,28,UTA,9,GSW,13.6,2.8,1.6,21.0,3.0,4.0,1,28,9,2.0,7.4,5.6,2.4,11.0,1.0,2.0
Jordan Hawkins,18,NOP,7,DEN,11.8,0.8,2.0,0.0,1.0,2.0,1,18,7,2.0,11.8,3.4,1.8,0.0,2.0,1.0
Jordan McLaughlin,25,SAC,20,OKC,0.6,1.0,0.4,0.0,0.0,0.0,1,25,20,7.0,13.2,2.8,1.4,0.0,0.0,0.0
Jordan Miller,12,LAC,4,CHO,2.0,0.2,0.4,0.0,1.0,0.0,1,12,4,2.0,11.4,7.0,1.6,4.896551724137931,1.793103448275862,1.0689655172413792
Jordan Poole,29,WAS,5,CLE,13.2,4.2,3.0,19.0,8.0,3.0,1,29,5,2.0,15.6,3.4,4.4,17.0,5.0,6.0
Jordan Walsh,1,BOS,6,DAL,0.6,0.2,0.4,0.0,0.0,1.0,1,1,6,8.0,5.2,1.4,2.8,0.0,0.0,0.0
Jose Alvarado,18,NOP,7,DEN,9.2,4.6,1.6,20.0,6.0,3.0,1,18,7,3.0,13.6,3.0,2.8,9.62962962962963,1.962962962962963,4.111111111111111
Josh Christopher,15,MIA,5,CLE,1.2,0.8,0.2,1.0,0.0,1.0,1,15,5,6.0,23.2,2.6,5.2,0.75,0.375,0.5
Josh Giddey,3,CHI,17,MIN,16.2,6.6,6.0,24.0,7.0,5.0,1,3,17,1.0,12.2,3.6,4.2,9.0,6.0,13.0
Josh Green,4,CHO,16,MIL,11.0,1.8,2.2,11.0,1.0,3.0,1,4,16,2.0,14.2,7.0,5.4,11.0,5.0,0.0
Josh Hart,19,NYK,27,TOR,16.8,7.4,10.8,19.0,5.0,8.0,1,19,27,1.0,13.2,5.4,4.6,21.0,11.0,7.0
Josh Minott,17,MIN,3,CHI,1.4,0.0,0.6,2.0,0.0,0.0,1,17,3,6.0,6.0,6.8,3.8,0.0,1.0,0.0
Josh Okogie,4,CHO,12,LAC,11.4,1.8,3.6,9.0,2.0,2.0,1,4,12,2.0,8.8,4.6,3.0,6.875,3.0,0.75
Josh Richardson,15,MIA,22,PHI,5.6,1.8,1.8,5.0,3.0,2.0,1,15,22,1.0,8.2,7.4,4.6,4.0,1.5,1.5
Jrue Holiday,1,BOS,5,CLE,8.8,4.0,4.6,9.0,5.0,5.0,1,1,5,2.0,9.4,4.8,3.0,4.0,3.0,5.0
Julian Champagnie,26,SAS,4,CHO,5.4,1.2,3.4,5.0,2.0,3.0,1,26,4,2.0,9.2,4.2,2.6,10.285714285714286,4.142857142857143,1.2448979591836735
Julian Phillips,3,CHI,17,MIN,3.0,0.6,0.8,5.0,0.0,0.0,1,3,17,1.0,7.0,3.4,2.6,6.0,1.0,0.0
Julian Strawther,7,DEN,21,ORL,10.6,0.8,2.4,10.0,1.0,2.0,1,7,21,1.0,8.0,4.2,1.0,7.0,3.0,1.0
Julius Randle,17,MIN,28,UTA,18.0,5.0,7.8,28.0,6.0,7.0,1,17,28,1.0,9.4,1.6,1.0,18.854166666666668,7.166666666666667,4.458333333333333
Justin Champagnie,29,WAS,2,BRK,5.8,1.2,3.4,5.0,0.0,2.0,1,29,2,2.0,8.8,2.8,0.8,7.78125,4.5,0.9375
Justin Edwards,22,PHI,8,DET,10.8,2.6,3.8,8.0,3.0,4.0,1,22,8,2.0,5.6,3.2,1.8,0.0,0.0,0.0
Justin Minaya,24,POR,21,ORL,0.0,0.4,0.6,0.0,1.0,0.0,1,24,21,5.0,8.6,4.2,1.4,0.0,0.5,0.3333333333333333
Jusuf Nurkić,23,PHO,4,CHO,6.0,3.8,7.2,5.0,1.0,7.0,1,23,4,1.0,9.0,4.2,1.4,8.6,9.16,1.88
KJ Martin,22,PHI,26,SAS,6.0,0.2,3.6,7.0,1.0,7.0,1,22,26,2.0,10.6,3.6,2.2,6.416666666666667,3.0,0.7916666666666666
KJ Simpson,4,CHO,26,SAS,9.6,3.8,2.8,15.0,3.0,0.0,1,4,26,2.0,10.4,3.8,2.0,6.2105263157894735,2.263157894736842,2.263157894736842
Kai Jones,12,LAC,29,WAS,3.2,0.2,1.2,2.0,0.0,0.0,1,12,29,3.0,10.6,4.4,1.2,4.0,2.0,0.0
Karl-Anthony Towns,19,NYK,27,TOR,17.8,2.6,10.2,22.0,2.0,9.0,1,19,27,1.0,16.8,8.4,3.6,27.0,13.0,2.0
Karlo Matković,18,NOP,7,DEN,2.8,1.4,4.0,5.0,4.0,11.0,1,18,7,2.0,10.2,7.8,2.8,5.0,11.0,4.0
Kawhi Leonard,12,LAC,11,IND,18.0,3.2,6.4,11.0,2.0,6.0,1,12,11,2.0,15.2,6.0,0.4,16.153846153846153,4.538461538461538,2.5384615384615383
Keaton Wallace,0,ATL,16,MIL,4.0,1.8,0.6,5.0,0.0,0.0,1,0,16,2.0,19.6,7.4,3.2,5.75,1.4583333333333333,2.2916666666666665
Keegan Murray,25,SAC,24,POR,12.8,0.8,5.8,5.0,1.0,6.0,1,25,24,1.0,3.0,4.4,1.0,3.0,6.0,0.0
Keion Brooks Jr.,18,NOP,7,DEN,13.4,0.8,6.6,0.0,0.0,0.0,1,18,7,3.0,14.0,10.8,3.2,0.0,0.0,0.0
Kel'el Ware,15,MIA,2,BRK,9.4,1.4,10.2,0.0,1.0,13.0,1,15,2,2.0,13.8,5.2,0.6,7.0,6.0,0.0
Keldon Johnson,26,SAS,4,CHO,12.4,1.4,3.0,3.0,0.0,2.0,1,26,4,2.0,14.2,8.4,1.8,11.847826086956522,4.586956521739131,1.3695652173913044
Kelly Olynyk,27,TOR,14,MEM,10.6,3.0,4.2,11.0,3.0,9.0,1,27,14,1.0,11.4,4.8,2.2,14.0,5.0,5.0
Kelly Oubre,22,PHI,28,UTA,12.8,1.8,6.6,4.0,2.0,8.0,1,22,28,3.0,11.4,5.6,2.0,12.689655172413794,5.689655172413793,1.5172413793103448
Kelly Oubre Jr.,22,PHI,8,DET,16.8,2.6,8.6,15.0,0.0,11.0,1,22,8,2.0,9.4,5.8,1.8,16.842105263157894,7.842105263157895,2.4210526315789473
Kenrich Williams,20,OKC,27,TOR,6.6,1.6,4.2,5.0,1.0,3.0,1,20,27,2.0,17.6,6.4,2.0,13.0,7.0,1.0
Kentavious Caldwell-Pope,21,ORL,7,DEN,6.8,0.6,2.6,8.0,1.0,2.0,1,21,7,1.0,14.6,4.6,2.6,12.0,1.0,4.0
Keon Ellis,25,SAC,24,POR,9.0,1.8,2.6,12.0,3.0,3.0,1,25,24,1.0,5.2,2.8,0.4,6.0,4.0,1.0
Keon Johnson,2,BRK,15,MIA,17.6,3.4,5.2,25.0,3.0,6.0,1,2,15,2.0,13.4,3.6,2.4,22.0,1.0,4.0
Keshad Johnson,15,MIA,16,MIL,1.4,0.4,1.2,0.0,1.0,1.0,1,15,16,4.0,9.0,3.8,0.6,1.6,1.7,0.3
Kessler Edwards,6,DAL,1,BOS,3.0,1.2,4.4,0.0,0.0,4.0,1,6,1,2.0,4.6,2.8,0.6,0.0,4.0,0.0
Kevin Durant,23,PHO,24,POR,25.4,4.6,3.6,22.0,3.0,1.0,1,23,24,2.0,12.6,3.6,2.6,22.0,1.0,3.0
Kevin Huerter,25,SAC,20,OKC,2.4,0.6,0.6,5.0,1.0,0.0,1,25,20,3.0,3.2,1.8,1.2,0.0,1.0,0.0
Kevin Love,15,MIA,22,PHI,3.6,0.4,2.8,0.0,0.0,0.0,1,15,22,9.0,13.6,4.4,2.6,3.0,7.0,1.0
Kevin Porter,12,LAC,14,MEM,14.6,3.8,3.8,19.0,3.0,2.0,1,12,14,2.0,11.6,5.0,2.8,10.037037037037036,3.6666666666666665,3.0
Kevin Porter Jr.,12,LAC,13,LAL,8.2,2.6,5.2,17.0,5.0,7.0,1,12,13,2.0,8.6,2.2,2.6,8.0,0.0,3.0
Kevon Looney,9,GSW,13,LAL,6.8,2.8,8.6,6.0,3.0,10.0,1,9,13,1.0,5.0,1.8,2.2,0.0,2.0,0.0
Keyonte George,28,UTA,23,PHO,17.8,6.0,4.4,26.0,6.0,3.0,1,28,23,2.0,7.6,4.8,3.2,18.0,6.0,9.0
Khris Middleton,16,MIL,14,MEM,11.2,3.0,3.4,21.0,2.0,4.0,1,16,14,2.0,8.2,4.4,4.2,12.608695652173912,3.6956521739130435,4.434782608695652
Klay Thompson,6,DAL,1,BOS,14.0,2.6,4.2,12.0,1.0,5.0,1,6,1,2.0,10.8,6.0,2.6,6.0,3.0,0.0
Kobe Brown,12,LAC,13,LAL,0.8,0.0,0.4,0.0,0.0,0.0,1,12,13,2.0,9.8,2.0,2.8,2.65,2.25,0.7
Kobe Bufkin,0,ATL,7,DEN,6.4,2.2,1.8,2.0,2.0,1.0,1,0,7,4.0,9.8,4.2,2.0,5.3,2.1,1.7
Kris Dunn,12,LAC,11,IND,2.2,2.2,2.8,2.0,4.0,5.0,1,12,11,2.0,11.0,5.0,4.8,5.818181818181818,3.340909090909091,2.772727272727273
Kris Murray,24,POR,25,SAC,0.4,0.0,1.0,0.0,0.0,1.0,1,24,25,2.0,3.8,3.4,1.2,2.0,3.0,1.0
Kristaps Porziņģis,1,BOS,6,DAL,20.8,3.2,7.6,19.0,2.0,7.0,1,1,6,2.0,5.4,2.4,2.0,18.0,4.0,5.0
Kyle Anderson,9,GSW,23,PHO,6.6,2.6,3.8,2.0,3.0,3.0,1,9,23,2.0,3.6,3.6,1.2,2.0,2.0,1.0
Kyle Filipowski,28,UTA,23,PHO,5.2,2.0,3.0,4.0,0.0,3.0,1,28,23,2.0,7.0,2.8,1.2,4.0,2.0,1.0
Kyle Kuzma,16,MIL,0,ATL,18.4,1.4,6.2,22.0,2.0,4.0,1,16,0,4.0,12.0,6.2,2.6,24.0,9.0,1.0
Kyle Lowry,22,PHI,8,DET,5.0,3.8,3.0,3.0,4.0,2.0,1,22,8,2.0,14.8,6.2,2.0,3.0,3.0,2.0
Kylor Kelley,6,DAL,22,PHI,4.5,0.25,4.5,12.0,1.0,11.0,1,6,22,2.0,10.2,3.8,1.8,4.5,4.5,0.25
Kyrie Irving,6,DAL,1,BOS,24.4,4.6,6.6,34.0,4.0,9.0,1,6,1,2.0,13.2,3.0,2.4,22.0,4.0,5.0
Kyshawn George,29,WAS,5,CLE,10.0,1.8,4.4,17.0,3.0,7.0,1,29,5,2.0,2.8,4.8,2.4,0.0,6.0,2.0
LaMelo Ball,4,CHO,26,SAS,20.6,6.4,4.2,7.0,1.0,0.0,1,4,26,11.0,13.0,4.2,3.8,28.03125,5.21875,7.375
Landry Shamet,19,NYK,10,HOU,3.0,0.4,0.8,0.0,0.0,0.0,1,19,10,2.0,18.0,5.2,5.4,2.736842105263158,0.7894736842105263,0.42105263157894735
Larry Nance,0,ATL,15,MIA,12.4,2.4,6.4,12.0,1.0,1.0,1,0,15,2.0,19.0,6.4,5.0,9.533333333333333,4.266666666666667,1.6
Larry Nance Jr.,0,ATL,16,MIL,4.6,1.4,5.0,1.0,1.0,3.0,1,0,16,2.0,17.4,4.0,3.8,5.428571428571429,4.285714285714286,1.7142857142857142
Lauri Markkanen,28,UTA,23,PHO,14.6,0.8,7.0,16.0,1.0,7.0,1,28,23,4.0,23.4,5.6,5.4,24.0,4.0,2.0
LeBron James,13,LAL,9,GSW,27.2,9.8,7.4,26.0,9.0,8.0,1,13,9,2.0,19.2,5.2,5.8,25.0,5.0,12.0
Leonard Miller,17,MIN,3,CHI,1.6,0.0,1.6,6.0,0.0,3.0,1,17,3,6.0,12.0,1.8,2.8,1.6666666666666667,1.5,0.0
Lester Quiñones,22,PHI,8,DET,2.25,0.25,1.0,6.0,0.0,1.0,1,22,8,6.0,20.0,8.8,5.4,2.25,1.0,0.25
Liam Robbins,16,MIL,27,TOR,0.8,0.2,1.0,3.0,0.0,1.0,1,16,27,2.0,11.8,4.8,5.8,1.0,2.0,1.0
Lindy Waters,9,GSW,23,PHO,4.6,1.8,3.4,0.0,1.0,1.0,1,9,23,1.0,14.6,5.4,5.6,3.0,3.0,1.0
Lindy Waters III,9,GSW,23,PHO,2.4,1.0,1.2,0.0,0.0,1.0,1,9,23,6.0,11.2,4.8,5.6,5.5,2.4285714285714284,0.7142857142857143
Lonzo Ball,3,CHI,15,MIA,10.8,2.6,3.6,13.0,2.0,4.0,1,3,15,2.0,19.0,4.2,4.2,7.166666666666667,3.433333333333333,3.466666666666667
Luguentz Dort,20,OKC,23,PHO,9.4,1.8,4.8,12.0,0.0,2.0,1,20,23,2.0,7.8,5.0,2.8,15.0,9.0,2.0
Luka Dončić,6,DAL,17,MIN,27.8,9.2,10.4,27.0,7.0,7.0,1,6,17,2.0,10.8,5.2,3.4,24.0,8.0,8.0
Luka Garza,17,MIN,10,HOU,5.4,0.2,1.6,4.0,0.0,1.0,1,17,10,1.0,13.0,4.4,2.4,3.4,1.3,0.1
Luke Kennard,14,MEM,27,TOR,8.6,4.6,1.6,2.0,3.0,1.0,1,14,27,2.0,12.8,5.6,6.4,15.0,0.0,8.0
Luke Kornet,1,BOS,6,DAL,7.4,1.4,3.2,4.0,3.0,3.0,1,1,6,2.0,7.8,4.8,2.6,2.0,10.0,5.0
Luke Travers,5,CLE,15,MIA,1.6,1.0,1.2,0.0,0.0,0.0,1,5,15,14.0,10.6,3.4,2.8,1.3333333333333333,1.0,0.8333333333333334
Mac McClung,21,ORL,14,MEM,0.8,0.6,0.8,0.0,0.0,0.0,1,21,14,3.0,9.8,4.2,2.4,0.0,1.0,2.0
Malaki Branham,26,SAS,14,MEM,1.2,0.0,0.4,3.0,0.0,2.0,1,26,14,3.0,8.0,3.4,1.2,0.0,0.0,0.0
Malcolm Brogdon,29,WAS,2,BRK,10.2,5.0,3.8,16.0,7.0,4.0,1,29,2,2.0,11.0,4.0,3.4,13.095238095238095,3.9523809523809526,3.9523809523809526
Malevy Leons,20,OKC,23,PHO,0.4,0.2,0.4,0.0,0.0,0.0,1,20,23,2.0,19.4,5.2,3.2,0.3333333333333333,0.5,0.16666666666666666
Malik Beasley,8,DET,22,PHI,13.6,2.0,2.2,2.0,1.0,0.0,1,8,22,2.0,10.0,4.8,2.6,19.0,6.0,4.0
Malik Monk,25,SAC,24,POR,18.4,6.4,4.6,10.0,3.0,0.0,1,25,24,1.0,9.4,2.2,2.4,29.0,3.0,9.0
MarJon Beauchamp,16,MIL,4,CHO,1.8,1.2,2.0,6.0,4.0,6.0,1,16,4,2.0,12.0,3.2,4.4,1.9259259259259258,1.1851851851851851,0.2962962962962963
Marcus Sasser,8,DET,22,PHI,4.0,3.2,1.8,0.0,4.0,1.0,1,8,22,2.0,17.8,2.0,3.8,12.0,0.0,4.0
Marcus Smart,14,MEM,27,TOR,7.4,2.2,1.8,9.0,2.0,0.0,1,14,27,46.0,4.4,1.4,0.8,8.68421052631579,2.263157894736842,3.736842105263158
Mark Williams,4,CHO,16,MIL,21.4,3.6,11.0,23.0,2.0,14.0,1,4,16,2.0,9.2,3.6,1.6,15.565217391304348,9.608695652173912,2.4782608695652173
Markieff Morris,6,DAL,29,WAS,2.0,0.4,1.0,0.0,1.0,1.0,1,6,29,4.0,14.2,6.8,1.8,3.0,1.0,0.0
Marvin Bagley,29,WAS,20,OKC,8.8,0.6,4.6,2.0,0.0,6.0,1,29,20,8.0,7.4,4.2,2.8,4.894736842105263,2.9473684210526314,0.3684210526315789
Mason Jones,25,SAC,21,ORL,2.8,1.8,1.6,5.0,2.0,3.0,1,25,21,4.0,5.2,0.6,1.2,2.8,1.6,1.8
Mason Plumlee,23,PHO,28,UTA,4.2,2.2,6.6,0.0,2.0,5.0,1,23,28,2.0,10.4,10.0,1.6,6.0,10.0,0.0
Matas Buzelis,3,CHI,17,MIN,13.8,0.6,4.0,24.0,0.0,2.0,1,3,17,1.0,7.8,4.6,2.0,2.0,3.0,0.0
Matt Ryan,19,NYK,13,LAL,2.0,0.2,0.8,0.0,1.0,1.0,1,19,13,5.0,4.8,6.2,2.0,1.4705882352941178,0.4117647058823529,0.058823529411764705
Max Christie,6,DAL,1,BOS,11.2,2.6,4.4,15.0,3.0,9.0,1,6,1,2.0,5.8,2.8,1.0,6.0,4.0,2.0
Max Strus,5,CLE,29,WAS,9.0,3.2,4.6,15.0,2.0,6.0,1,5,29,2.0,5.2,2.4,0.8,8.5,4.333333333333333,2.9583333333333335
Maxi Kleber,6,DAL,1,BOS,4.0,2.4,1.8,3.0,4.0,3.0,1,6,1,2.0,8.8,4.2,1.8,3.0294117647058822,2.7941176470588234,1.2647058823529411
Maxwell Lewis,2,BRK,27,TOR,0.8,0.4,0.4,0.0,0.0,0.0,1,2,27,24.0,4.4,1.6,0.8,0.0,0.0,0.0
Micah Potter,28,UTA,23,PHO,5.0,0.4,3.8,3.0,0.0,4.0,1,28,23,2.0,6.6,2.2,1.4,5.0,1.0,0.0
Michael Porter,7,DEN,8,DET,17.6,2.6,4.8,18.0,3.0,4.0,1,7,8,1.0,8.8,4.0,0.8,18.633333333333333,6.6,2.7
Michael Porter Jr.,7,DEN,21,ORL,24.6,2.0,7.6,39.0,4.0,12.0,1,7,21,1.0,5.2,2.0,0.2,15.0,6.0,0.0
Mikal Bridges,19,NYK,27,TOR,21.2,4.4,3.6,22.0,4.0,3.0,1,19,27,1.0,15.8,5.0,3.0,10.0,3.0,3.0
Mike Conley,17,MIN,10,HOU,7.8,6.6,3.0,8.0,9.0,5.0,1,17,10,1.0,10.6,2.6,1.4,3.0,2.0,2.0
Miles Bridges,4,CHO,26,SAS,22.6,5.0,10.0,15.0,6.0,6.0,1,4,26,2.0,17.6,4.2,4.0,19.6,7.714285714285714,3.8
Miles McBride,19,NYK,27,TOR,9.8,2.2,2.2,7.0,1.0,1.0,1,19,27,1.0,10.8,3.0,4.0,12.0,4.0,5.0
Mo Bamba,12,LAC,23,PHO,7.0,0.4,5.0,13.0,1.0,6.0,1,12,23,4.0,13.4,3.8,4.4,5.583333333333333,5.0,0.4166666666666667
Mohamed Bamba,12,LAC,9,GSW,2.4,0.6,3.8,0.0,0.0,1.0,1,12,9,4.0,6.4,2.0,3.0,3.0,2.0,0.0
Monte Morris,23,PHO,28,UTA,2.8,0.8,0.4,3.0,1.0,0.0,1,23,28,6.0,4.0,3.4,1.0,2.0,0.0,0.0
Moritz Wagner,21,ORL,15,MIA,15.4,1.8,4.8,10.0,2.0,0.0,1,21,15,2.0,10.0,5.8,1.8,7.0,6.0,2.0
Moses Brown,11,IND,2,BRK,1.6,0.0,0.8,0.0,0.0,0.0,1,11,2,1.0,9.4,5.0,1.2,3.2222222222222223,1.4444444444444444,0.0
Moses Moody,9,GSW,13,LAL,12.8,1.2,3.0,17.0,0.0,1.0,1,9,13,3.0,7.4,1.8,2.0,10.0,2.0,2.0
Mouhamed Gueye,0,ATL,16,MIL,5.0,0.4,3.0,8.0,1.0,2.0,1,0,16,8.0,9.6,3.0,2.2,6.666666666666667,4.5,0.3333333333333333
Moussa Diabaté,4,CHO,26,SAS,10.2,1.4,9.8,10.0,2.0,13.0,1,4,26,2.0,8.6,2.6,2.0,4.690476190476191,7.119047619047619,0.8809523809523809
Myles Turner,11,IND,12,LAC,15.2,1.8,4.0,9.0,1.0,2.0,1,11,12,2.0,8.0,4.4,0.4,15.08695652173913,6.565217391304348,1.5217391304347827
Naji Marshall,6,DAL,1,BOS,10.2,2.8,3.6,19.0,5.0,4.0,1,6,1,2.0,5.8,4.8,1.0,11.179487179487179,3.5384615384615383,2.5641025641025643
Naz Reid,17,MIN,10,HOU,17.4,3.0,5.0,22.0,6.0,10.0,1,17,10,1.0,12.2,5.0,1.2,14.0,2.0,1.0
Neemias Queta,1,BOS,6,DAL,4.8,1.2,2.0,0.0,1.0,0.0,1,1,6,8.0,14.4,6.0,1.0,5.15,3.7,0.675
Nic Claxton,2,BRK,15,MIA,10.8,1.8,6.0,5.0,2.0,6.0,1,2,15,2.0,11.6,6.0,1.4,13.0,5.0,2.0
Nick Richards,23,PHO,28,UTA,6.0,0.8,8.8,6.0,0.0,6.0,1,23,28,2.0,11.6,4.8,2.6,9.0,8.5,1.09375
Nick Smith,4,CHO,10,HOU,4.4,1.4,1.6,0.0,1.0,2.0,1,4,10,15.0,9.4,5.2,1.2,3.142857142857143,0.7857142857142857,0.7142857142857143
Nick Smith Jr.,4,CHO,26,SAS,15.2,1.8,2.8,23.0,2.0,2.0,1,4,26,2.0,8.4,5.8,2.2,11.823529411764707,3.0,2.5294117647058822
Nickeil Alexander-Walker,17,MIN,10,HOU,13.2,3.2,3.4,12.0,3.0,5.0,1,17,10,1.0,8.0,3.6,1.8,11.0,4.0,5.0
Nicolas Batum,12,LAC,11,IND,5.2,1.0,3.0,3.0,1.0,2.0,1,12,11,2.0,5.8,6.2,1.4,3.36734693877551,2.836734693877551,1.3265306122448979
Nikola Jokić,7,DEN,21,ORL,27.6,11.2,10.0,38.0,10.0,8.0,1,7,21,1.0,5.4,5.0,2.8,20.0,14.0,10.0
Nikola Jović,15,MIA,2,BRK,16.6,4.0,4.8,23.0,7.0,5.0,1,15,2,2.0,19.8,8.6,8.0,17.0,6.0,4.0
Nikola Vučević,3,CHI,17,MIN,15.8,4.6,11.0,12.0,2.0,11.0,1,3,17,1.0,17.8,5.4,5.4,25.0,5.0,2.0
Noah Clowney,2,BRK,25,SAC,10.0,0.4,4.8,13.0,0.0,4.0,1,2,25,2.0,17.4,7.0,4.0,18.0,2.0,0.0
Norman Powell,12,LAC,11,IND,26.0,2.0,4.8,20.0,3.0,2.0,1,12,11,2.0,11.8,5.0,2.2,23.928571428571427,3.5952380952380953,2.238095238095238
OG Anunoby,19,NYK,13,LAL,19.8,2.8,5.0,23.0,1.0,4.0,1,19,13,3.0,19.8,5.6,4.2,16.367346938775512,4.714285714285714,2.020408163265306
Obi Toppin,11,IND,12,LAC,7.8,0.4,4.0,0.0,0.0,2.0,1,11,12,2.0,13.4,7.4,4.0,9.851063829787234,4.0,1.5106382978723405
